variable,timescale,region,year,1,2,3,4,5,6,7,8,9,10,11,12,unit
Cem_Total,monthly,NCA,2002,0.041,0.073,0.158,0.42,2.191,0.533,0.34,0.136,0.027,0.011,0.189,0.068,thousand_tonnes_C
Cem_Total,monthly,NCA,2003,0.051,0.057,0.19,0.525,2.38,0.763,0.461,0.025,0.026,0.993,0.216,0.127,thousand_tonnes_C
Cem_Total,monthly,NCA,2004,0.456,0.097,0.073,0.326,1.464,0.399,0.342,0.079,0.029,0.066,0.135,0.375,thousand_tonnes_C
Cem_Total,monthly,NCA,2005,0.193,0.142,0.271,1.319,3.898,1.421,0.531,0.094,0.031,0.061,0.169,0.149,thousand_tonnes_C
Cem_Total,monthly,NCA,2006,0.233,0.319,0.334,0.932,2.221,0.591,0.532,0.052,0.052,0.015,0.07,0.063,thousand_tonnes_C
Cem_Total,monthly,NCA,2007,0.062,0.172,0.064,0.336,2.61,0.433,0.198,0.021,0.023,1.335,0.026,0.171,thousand_tonnes_C
Cem_Total,monthly,NCA,2008,0.139,0.226,0.706,1.108,3.046,0.875,0.416,0.004,0.032,0.104,0.04,0.155,thousand_tonnes_C
Cem_Total,monthly,NCA,2009,0.202,0.19,0.267,0.876,1.686,0.452,0.196,0.319,0.215,0.041,0.018,0.098,thousand_tonnes_C
Cem_Total,monthly,NCA,2010,0.09,0.057,0.11,0.129,0.92,0.529,0.326,0.046,0.033,0.036,0.132,0.167,thousand_tonnes_C
Cem_Total,monthly,NCA,2011,0.204,0.323,0.544,4.585,6.736,3.974,0.262,0.142,0.13,0.087,0.019,0.104,thousand_tonnes_C
Cem_Total,monthly,NCA,2012,0.064,0.112,0.125,1.225,3.591,1.548,0.254,0.07,0.028,0.073,0.018,0.03,thousand_tonnes_C
Cem_Total,monthly,NCA,2013,0.064,0.078,0.769,1.098,2.246,1.532,0.302,0.045,0.03,0.019,0.006,0.087,thousand_tonnes_C
Cem_Total,monthly,NCA,2014,0.132,0.076,0.03,0.26,0.523,0.482,0.073,0.005,0.012,0.03,0.043,0.074,thousand_tonnes_C
Cem_Total,monthly,NCA,2015,0.07,0.156,0.028,0.124,0.592,0.262,0.091,0.039,0.027,0.044,0.033,0.05,thousand_tonnes_C
Cem_Total,monthly,NCA,2016,0.328,0.168,0.138,0.646,1.624,0.488,0.294,0.026,0.034,0.017,0.071,0.069,thousand_tonnes_C
Cem_Total,monthly,NCA,2017,0.323,0.114,0.315,1.37,2.284,2.014,0.23,0.016,0.181,0.047,0.057,0.261,thousand_tonnes_C
Cem_Total,monthly,NCA,2018,0.138,0.169,0.209,1.279,2.001,0.772,0.185,0.258,0.027,0.015,0.086,0.039,thousand_tonnes_C
Cem_Total,monthly,NCA,2019,0.225,0.051,0.082,0.901,2.99,0.724,0.374,0.071,0.041,0.295,0.028,0.082,thousand_tonnes_C
Cem_Total,monthly,NCA,2020,0.205,0.093,0.093,0.328,1.621,1.047,0.342,0.261,0.175,0.221,0.029,0.238,thousand_tonnes_C
