,year,sum,variable,timescale,region
0,2001,203.1699123661149,BA_Total,seasonal_jja,region_11
1,2002,264.3106134371957,BA_Total,seasonal_jja,region_11
2,2003,159.45715676728338,BA_Total,seasonal_jja,region_11
3,2004,249.90214216163582,BA_Total,seasonal_jja,region_11
4,2005,612.514605647517,BA_Total,seasonal_jja,region_11
5,2006,171.1421616358325,BA_Total,seasonal_jja,region_11
6,2007,326.58325219084713,BA_Total,seasonal_jja,region_11
7,2008,313.031158714703,BA_Total,seasonal_jja,region_11
8,2009,125.48880233690359,BA_Total,seasonal_jja,region_11
9,2010,388.88023369036017,BA_Total,seasonal_jja,region_11
10,2011,94.69328140214216,BA_Total,seasonal_jja,region_11
11,2012,220.944011684518,BA_Total,seasonal_jja,region_11
12,2013,53.877799415774106,BA_Total,seasonal_jja,region_11
13,2014,188.3885102239533,BA_Total,seasonal_jja,region_11
14,2015,148.05160662122688,BA_Total,seasonal_jja,region_11
15,2016,132.67185978578385,BA_Total,seasonal_jja,region_11
16,2017,312.24488802336907,BA_Total,seasonal_jja,region_11
17,2018,69.30379746835443,BA_Total,seasonal_jja,region_11
18,2019,371.630963972736,BA_Total,seasonal_jja,region_11
19,2020,409.71324245374876,BA_Total,seasonal_jja,region_11
20,2021,299.87828627069126,BA_Total,seasonal_jja,region_11
21,2022,412.90311587147033,BA_Total,seasonal_jja,region_11
22,2023,10.340798442064264,BA_Total,seasonal_jja,region_11
